,post,label,Comment_id
653,intj introvert 89 intuitive 25 intuitive thinking 50 judging 67 you have strong preference of introversion over extraversion 89 you have moderate preference of intuition over sensing 25 you have moderate preference of thinking over feeling 50 you have distinctive preference of judging over perceiving 67 ,noHate,13438090
654,you know wheat and corn grow pretty fast ,noHate,13059805
655,imagine the uproar if the black girl said ten ,noHate,13472258
656,you can see injun features ,noHate,30436626
657,with the help of god we will be congratulating an irish wn party on their election success in the not so distant future ,noHate,13842729
658,it is a fact that ninety nine percent of those who talk of serious illegal activity are crazies or government agents ,noHate,14420212
659,teachers care less and tend to chalk it up to rebellion ,noHate,30462337
660,beefcake s bootcamp white genocide project,noHate,14019691
661,but your laughing smilie is misleading ,noHate,13498188
662,could all celts and non celts verify if this is true or not ,noHate,13849943
663,my tongue ring is back where it s suppose to be but the bottom ball caught my teeth causing the barbell to go at an angel which makes it look closer to the tip ,noHate,14113349
664,australian here too 1 4 irish 1 4 english 1 4 greek 1 4 latvian 100 white and damn proud of it too plus my grandfather was is the ss latvian legion which i feel was awesome ,noHate,30504383
665,its a very old symbol and the nazi s chose it because it had been around for a long time and that represented strong aryan roots ,noHate,31741990
666,today just add the muslims whom they place just about everywhere ,noHate,32760026
667,lame ,noHate,31066278
668,looking forward to it ,noHate,13864766
669,since you guys are opposed to miscegenation i wonder what you think of yourselves being mixed ,noHate,14658510
670,i watch less than an hour of tv in two weeks most of the time ,noHate,13477832
671,just shows how thick they actually are one farmer one bullet they will just end up starving and asking whites to feed them,hate,13401479
672,they have nt gone to wearing their fred perry boots and braces yet though ,noHate,13449582
673,och nu har jag ocksa forlorad min svensk medborgarskap och far inte har en nya passport ,idk/skip,13583940
674,assuming it s not a public phone number i d put adverts in phone boxes saying he takes it up the bum for a tenner ,noHate,14040239
675,im not a girl but i am a 17 year old skin from canada ,noHate,31769426
676,i feel that i want to practice ,noHate,14076870
677,the blood of hundreds of white women is on the hands of white liberals ,hate,14651426
678,join the nationalist coalition http www ncoal com,noHate,14296825
679,ive did a google search on this person and found no information on her being part american indian op show me a few references please ,noHate,14298897
680,egyptians are not arabs they are egyptians ,noHate,14673212
681,sports a group of mit grads are launching a high tech product designed to turn any bicycle into an electric hybrid vehicle ,noHate,30526591
682,you like jager ,noHate,14104444
683,the final solution to the goyim problem ,relation,14059932
684,mr farkel thinks whites are too stupid to be doctors and if we had an all white society we would have no doctors and no one to pull our teeth out ,noHate,14675559
685,if a person s sexuality is an issue for them only then it should be an issue for us normal people of either orientation do nt have their sex life at the centre of their attention all the time a heterosexual deviant is just as much as a problem as a homosexual deviant and there are more straight perverts and psychos around trying to infiltrate groups than there are homosexuals ,noHate,30653614
686,he should sue for racism ,noHate,30481076
687,shakespeare s globe a reconstruction highclere castle gloucester cathedral winchester cathedral st paul s cathedral,noHate,30575902
688,the sheer disrespect of just standing there and making her clean up their mess and laughing about it ,noHate,12860405
689,this is from the back file at stormfront s advanced scout forum which is solely devoted to promoting the pioneer litte europe strategy ,noHate,14287043
690,blue eyed devils are really good as well ,noHate,31728633
691,i mean who knows should nt they watch out they might end up on a terrorism blacklist ,noHate,13501878
692,com watch v 6ok6ks7bsoy for a free informative booklet video on the zionist engineered intentional destruction of white people go to youtube ,noHate,12870229
693,my goto link is toast and i am allergic to ppv ,noHate,30527903
694,the politicians need to keep feeding them to keep up the numbers which will eventually come here and vote for them ,noHate,14027898
695,you would not want to die and go to heaven if germany had won ,noHate,30489378
696,i can only hope that today s events will help teach the european people that they re traveling down a very bad road ,noHate,13608162
697,har taget en hh eksamen p handelsskolen i nyborg ,idk/skip,13591250
698,most of them dont even work but i have no doubt that some of them will be pushed into high positions in society ,hate,13862647
699,when i saw this thread i was hoping she might actually go against the status quo and adopt a white baby so much for that theory ,noHate,13165044
700,nobody on here idolizes the ira ,noHate,13859940
701,in a crisis it wont matter people will have to join us or face death at the hands of non whites its that simple without the media and schools feeding them lies they will have nothing to go on by except for real world encounters and cold truth and thats when our numbers will get large ,noHate,14263556
702,i have a couple and get out on the 14th ,noHate,31787605
703,well done at least someone is getting off their arse and taking action rather then sitting behind a computer being a cyber warrior i hope others will follow suit,noHate,13858923
704,i notice it does nt say if the kids were jews or not ,noHate,13481672
705,about those training i never realized they had all that equipment ,noHate,13501878
706,well someone needs to set one up asap ,noHate,14035837
707,i think you meant pedro picked a pocket of precious packs of paychecks and purveyed the precious purloined paychecks to puerta punta ,noHate,30499435
708,its a shame really but watch out for those people because one day they ll turn round and tell their gun carrying black friends that you hate them because they ll black ,noHate,31755322
709,somebody scratched her car and let the air out of the tires one day ,noHate,12848466
710,same here ,noHate,12860405
711,well i heard that the airport is in the process of implementing their new security procedures and subsequently did nt have an x ray device or metal detector ,noHate,13595473
712,prosecutors charged a st louis man with 12 felonies monday night in an early morning home invasion that left a nurse dead and an off duty police officer and her firefighter boyfriend seriously injured ,noHate,13511568
713,it took them just ten years to do this to dublin ,noHate,14059932
714,those are the same egyptians who have lived there for thousands of years ,noHate,14673212
715,unfortunately this is the country of multiculturalism ,noHate,12845244
716,they must have trapped her somehow and sent her thru the network to israel ,hate,33222250
717,where i live now it is nt so bad ,noHate,14088622
718,kapela osp radawie g z,noHate,14053109
719,my aunt is principal in high school and kicked an non white girl from the school for bad behavior ,noHate,30399453
720,yawn,noHate,13165044
721,its funny to see a guy make fun of us and call us dumb rednecks when he spells on a 5th grade level ,noHate,30730225
722,karina sorensen is a member of the danish peoples party a pro danish heritage party ,noHate,13591250
723,i looked at the discussion and it is obvious that we are outnumbered by non whites and race traitors and follow the other followers types ,hate,13458115
724,williams has friends who live across the hall from the victims ,noHate,13367480
725,i dont drive a ford but i got a s 10 with a 6 inch lift on it 34 inch mickie thompson swampers rollbar and the kc lights on the rollbar ,noHate,14085035
726,the last thing we need is to stop calling things for their name and to look like cowardly old school nationalists ,noHate,31066278
727,could definitely do without the chest compressions ,noHate,30582393
728,better yet make her the poster child for black resettlement spending her days digging for grub worm dinners would actually be good for her ,hate,13456820
729,jesus even said to their face that they are the sons of satan ,noHate,33045538
730,this is going to have to be pinned once the world cup starts next summer ,noHate,13379474
731,i have been recently told that the 2nd toe the one that rests beside the big toe is a genetic distinction if you are of celtic stock ,noHate,13849943
732,no there is no logic for closing the section ,noHate,14055786
733,from your post it seems you see no future for sa or any other white country ,noHate,30405478
734,it is amazing what they accomplished back then without the distractions and crappy public schools ,noHate,30559316
735,bump ,noHate,14651426
736,its hard being white in california ,noHate,14296825
737,welcome to stormfront and please do nt sell your chances short ,noHate,14104912
738,when ever i see these white children murdered by these sub humans it makes me so angry i could cry ,hate,13477832
739,they were great mysteries ,noHate,30561702
740,it s safe to do that if you are experienced i think ,noHate,30439245
741,the bible is the only true source for end times information and anything else is just human speculation,noHate,30532954
742,i dont yell at members for asking questions and the answer is we do have many other candidates going to run ,noHate,14412097
743,sadly virtually every parent on this site will have to have their children experience that as it is without forcing them to experience it unnecesserily ,noHate,30719063
744,you counter your own post with your own words you f g idiot,noHate,33496624
745,it features some pretty good cutting edge anime for mature teens and adults ,noHate,30623737
746,why ca nt whites have an english charter school or latin charter school funded by taxpayers where white culture and literature is promoted ,noHate,30447565
747,your medical factors come in to play ,noHate,30560308
748,markus riikonen http www angelfire com hi5 himalajafoundation 32,noHate,13586816
749,i would nt marry a asian even after cirurgy ,hate,31402537
750,i know the thing on ebay said its first edition so i guess so its still sitting at 51 so i am hoping it stays there and ill just bid like crazy the last few minutes of the auction and hopefully get it ,noHate,30782213
751,more likely they re afraid of having to marry and deal with a snotty gi jane dyke only to be dragged into court and have the kids and house taken a few years later ,noHate,13629257
752,the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers ,hate,14034375
753,got a great deal too ,noHate,30622613
754,my kansas ancestors got by during the great depression without eating cow dung and everything was covered in dust then ,noHate,13059805
755,jews ,noHate,14077746
756,absolutely ,noHate,13482640
757,at times it is perplexing ,noHate,14407528
758,i remember a classmate complaining how she hated her jewish neighbors ,noHate,30632791
759,thanks ,noHate,13462533
760,sveiks ,noHate,14422121
761,whats the non white demographic in london ,noHate,14031187
762,i wish more mods saw it the way you did so that my friend lycurgus might one day find himself unmoderated ,noHate,13569459
763,the context that aryan seems to be used most is to describe a person of european heritage who is of a pure blood line i e no jewish blood in them ect ,noHate,31773877
764,will you please go to this link and sign the petition in support of the right of russian nationalist to march ,noHate,13859752
765,now i will not go near them ,noHate,14101084
766,negroes also do nt know how to clean guns or care about cleaning guns or gunsmithing which will catch up to them ,noHate,30650376
767, the aim and final end of all music should be none other than the glory of god and the refreshment of the soul johann sebastian bach where there is devotional music god is always at hand with his gracious presence johann sebastian bach,noHate,30626462
768,i just got a group started in my area roswell aryan front and we re looking for people to join or groups to join with if anyone is interested in joing or knows or is part of a group that is recruiting send me a private message or e mail appreciate it ,noHate,14082109
769,as if jews are the only enemies with a good set of brains ,noHate,14677489
770,events around the world will educate her fast enough ,noHate,30773841
771,lets change subject for a while here is a song from one of my favorite movies in last 10 years do nt know do you like bourne ,noHate,14055056
772,the nra may no longer exist ,noHate,13482336
773,http www abc25 com global story asp s 5352185 non whites commit far more crimes against whites each year but its never considered a hate crime and alot of them never spend any time in jail ,hate,14414465
774,if there s adult situations in it it will indicate so on the package ,noHate,30623737
775,i stayed up all night cause of this debate ,noHate,13442012
776,the guy giving the beating could very possibly be a hispanic i would have to see a much clearer video before i d give him the honor of calling him white ,noHate,30582420
777,http apod nasa gov apod astropix html,noHate,30526559
778,who are you and how did you get your hands on it pm me or send a email please,noHate,13866670
779,buster,noHate,14270522
780,they show some football and ice hockey american garbage shows ,noHate,13586421
781,irish pupils are getting less teacher time too because they re so busy helping the immigrant chrildren get up to date ,noHate,13858717
782,good shape ,noHate,30431013
783,i thank that the only one that can tall you what to do is your self and no one els if you see this guy and like his pic make sure he knows you are wp if you are or you like only white men that is the way i see it ,noHate,14100692
784,2508,noHate,13867005
785,hey i live over in smithfield i lived in newport news off jefferson and mercury ,noHate,14107382
786,powerful video that shows how primitive these beasts are ,hate,13379594
787,so is tom still rambling on about putting up machine guns in the city centre lol and that sites great al making all wn look like terrorists so tell us all of some of the irms activism so far ,noHate,13866825
788,economic empowerment is the way to political success ,noHate,14408833
789,hello ,noHate,31766415
790,thanks ,noHate,14082739
791,a citizen will have the right to bear arms and encouraged to exercise it ,noHate,13484016
792,they smoke skinny cigars ,noHate,14651924
793,http aangirfan blogspot com 2009 1 ual abuse html,noHate,13337796
794,i keep telling people about things like this and they never believe me ,noHate,13501262
795,hail the white race 26 12 2012 new right conference london 2012 youtube,noHate,13439822
796,size rarely matters ,noHate,13584961
797,when the non whites come we should stand together and send em packing like they do to us ,hate,14300900
798,patrioticmama,noHate,12874777
799,i guess mr pena forgot about the black speed skater who won the gold and is being glorified on nbc every 5 minutes ,noHate,13119410
800,i wish you luck is it any wonder jew males lust for our white women ,hate,30954922
801,it never ends well especially if the boy loses ,noHate,30636316
802,every day they erase more of our past ,noHate,13864623
803,a nice holiday in the sun paid for by the silly irish is just the ticket ,noHate,13854327
804,which part are you in berserkergrrl 11,noHate,14099605
805,they eat 3 x the food at each meal than your average american ,noHate,13494117
806,sounds like the start of a bad joke a girl with three kid s one white one black and one asian walk s into a department store ,noHate,14664760
807,this wont last so jump on it ,noHate,30571599
808,as others have pointed out it s a great slogan ,noHate,14438496
809,there are lots of groups who do the suit and tie thing but they are still haters to the msm and averge public ,noHate,14413233
810,fags are a big problem they are recruiting our kids in the schools that we pay for ,hate,31769461
811,i usually find it handy to connect with people i want to meet etc ie text them or talk on the phone so we can meet in person,noHate,30552917
812,most if not all of the whites at my school are complete race traitors,hate,13944391
813,although i am not an old fart i m in my 20s ,noHate,31787598
814,the next generation of humanity should thank you for not having been infected with your flawed genetic structure ,hate,14669208
815,it really pisses of the liberal leftist,hate,30420875
816,wieghtlifting and martial arts i used to fish a hell of a lot when i was younger with my grandfather aswell as going shooting need to get back to it ,noHate,30488412
817,if you click on the new nation news link at the bottom of my post your will go to a website full of white victims of black crime ,noHate,13480343
818,there is so much physical and scientific evidence that ancient egyptians were not negro ,noHate,14670410
819,ghosts goblins etc ,noHate,30644511
820,saul kassin false confessions https www youtube com watch v jdrrwffjkkw the vera institute of justice s neil a weiner research department speaker series presents saul kassin distinguished professor of psychology at john jay college of criminal justice ,noHate,30429569
821,88 ,noHate,13862527
822,seems like black criminals get more sympathy from the msm than innocent white women ,noHate,14650949
823, simply copy and paste the following text into your youtube videos description boxes ,noHate,12834217
824,is it a competition on tv to get the most alien looking black and to put them with a white woman ,noHate,14039462
825,when i see this stuff nowadays it makes me wa nt to punch the white people who fall for it ,hate,31732793
826,when i was at your age i had to work for every penny i spent and i had to walk to school kilometers a day and ,noHate,13586328
827,what a joke ,noHate,14409149
828,great halloween ,noHate,30626480
829,basically we are the fathers of millions of black little bastards ,noHate,30751384
830,it will be the same here when the goodies run out ,noHate,13059807
831,have you ever spent time outside of the vancouver area ,noHate,14016815
832,the chechen beast was one of those who committed killing in the name of allah against our russian brothers like the theater in moskva ,hate,13621261
833,they do crank ,noHate,13246274
834,nothing more than a murdered white girl the talking heads could care less about her ,noHate,13285245
835,in reality they do pair up the black males with the white girls in mixed schools because the girls help them with their work and it makes the school s achievement stats less dismal ,noHate,13473239
836,and they are more than suitable for singing when talking about singing ,noHate,13587851
837,all we have is blacks and a few mestizos and all are pretty well behaved we keep them that way around here,hate,30507680
838,only surreptitious and hidden cameras have worked ,noHate,14413580
839,you see a ripped guy like that and wonder why that sexy type of woman would nt go out with internet warrior nerds like you ,noHate,14676695
840,some were useful some were annoying and based on silly assumptions one was clearly an splc troll ,noHate,30500254
841,youtube hell s coming with me,noHate,13196322
842,i am located in vancouver,noHate,30389753
843,i simply go over their research and then regurgitate the info ,noHate,14417385
844,just as the bbc begins its campaign to stay in the eu and forever change the racial demographic of the uk and europe forever ,noHate,30534328
845,if that was your dna test results you posted and if the methods of the particular testing company are reliable then your dark coloring may be coming from these components ,noHate,30428695
846,hubble observations were obtained on dec 3 2005 and aug 30 2006 using the advanced camera for surveys ,noHate,30498223
847,a powerful gang member who may not rape may sell a new prisoner to someone that does ,noHate,14668109
848,short barrel 45 feet taurus judge with winchester pdx1 loads youtube short barrel 30 feet taurus judge 000 buckshot 45lc tests at a life size target ,noHate,30587819
849,thanks for posting ,noHate,13461331
850,i live in so cal and it is always nice to know that i have another white friend around ,noHate,14103519
851,the white horse gig was by far the best gig ever by a racial band in ireland and a packed house too ,noHate,13858999
852,if so why ,noHate,13583818
853,is the time now ,noHate,14411262
854,just an example of our local economy and employment opportunities here ,noHate,14301771
855,i am looking for anything where i can be among my own people please pm me if you know of something ,noHate,14277208
856,normally 110 000 to 125 000 new stores open per year ,noHate,13147434
857,what the white girls do apparently is either walk quickly away or whip out their cell phone and pretend talk into it ,noHate,13587091
858,you tube you tube you tube you tube you tube im sorry im joking this is so funny,noHate,30415853
859,there was nothing left from the ancient macedonians when the slavs arrived their trace was lost long before the slavic invasions took place,noHate,14070292
860,i miss my mark if the movie jack london was nt shown at the the jack london literary prize banquet ,noHate,14292758
861,yes for too long whites have remained absolutely silent about the establishment and its media welcoming everyone else s community profile but theirs ,noHate,14302407
862,it s uncalled for unwhite and uncivilized ,relation,12882682
863,he was checking her lines bad actors ca nt help themselves from doing this ,noHate,12855349
864,if you are interested reply to this message or pm me ,noHate,31777468
865,but what do you expect with a homosexual muslim as the mayor ,hate,30451811
866,you tried to help ,noHate,14265509
867,remember when you buy california fruit you are supporting illegal immigration because that is all who pick the fruit ,noHate,14667042
868,i urge all white nationalist in this area to do the same ,noHate,14279550
869,i have tried many times to try to explain to people why they should be a wn and they dont want to listen does anyone know any tactics to where i might be able to get them to understand ,noHate,14416495
870,thats an absolute shame that they have to remove the bodies of hitler s parents ,noHate,30688589
871,we do not want to annhilate other races we simply want to preserve our own ,noHate,13450842
872,non whites hate white people plain and simple they are taught from birth that white people are the cause of all the problems in the world and every bad thing that happens is because of evil racist white people ,noHate,14670842
873,they blackmail shop owners and give them protection so they claim ,noHate,13585063
874,edin d eko bosnian soccer player zvjezdan misimovi mismovic and d eko bosnian president zeljko komsic and angela lejla damardzic bosnian special forces ose bosnian street people,noHate,13497385
875,the word problems that used to motivate the teaching of high school and college algebra simple simultaneous and quadratic equations disappeared from the syllabus decades ago ,noHate,30528425
876,what i like about it is you can add people to your buddylist and download files straight from them something you ca nt do on kazaa methinks ,noHate,13500305
877,yes i have seen that so many times ,noHate,13471931
878,and they are both singers in leaves eyes ,noHate,30657972
879,the thing is you may base your beliefs on claims and assertions but nowadays oxford university professors tend to base their findings on many years of dedicated research ,noHate,14027771
880,to be honest it is long overdue ,noHate,31330843
881,watching tv or film with subtiitles is also good ,noHate,30514286
882,apart from that a decent video ,noHate,30482838
883,i see they have one for 116 ,noHate,30414700
884,that s a good site and i ll sign up for the newsletter ,noHate,31711240
885,responding to edit comment ,noHate,30533128
886,http www sfgate com cgi bin articl bajk19a7m6 dtl based on the rate of improvement from 2003 to 2009 it would take up to 105 years to close the white hispanic achievement gap and at least 189 years to close the white black gap which has failed to narrow by even a point in english since 2003 according to scores released tuesday and wealthier black students score well below their white and asian counterparts including those who are from low income families ,noHate,30739068
887,my new word o the week which has somehow become the word o two weeks torpid tor pid adj 1 dormant hibernating ,noHate,30684884
888,the only sports i watch are the 99 white leagues my 6 white grandchildren play in ,noHate,14411537
889,it is very sad to see that the wn ns movement has a class divide we are the same race therefore we should band together reat123 14 88,noHate,13444028
890,moron,noHate,14670062
891,it is about time damn it if we keep listening to the damn ass teachers we are going to change from aryan to airy einstein is airy want us to believe in time travel and hooking up a hose to the sky to funnel dark energy when the damn professors funneling funds and teaching einstein s stupidity i can prove einstein stupid and i tried to meet david duke to end einstein and he did not reply any history makers ,noHate,30432059
892,what like blowing up old ladies and little kids ,noHate,13852694
893,and all those holes below 40 000 feet are filled with oil instead of water ,noHate,31442389
894,then we need to establish a national day of mourning about past traitors and the harm which they caused to our people and the whole nation ,noHate,33588971
895,please contribute and or donate ,noHate,12875264
896,like dressing up as an amerindian in kindergarden ,noHate,30660608
897,if not then try to educate both you and your children at home ,noHate,30614176
898,im 6 1 my wife was 5 4 i dunno if that counts as tall vs short ,noHate,14104877
899,can you give any examples of progress made by skinheads or the klan ,noHate,13451430
900,has anybody watched the video and listened to him ,noHate,30591002
901,hell i ve been single for ,noHate,14097203
902,this was nt just for germans japanese and italianos ,noHate,30534333
903,thanks ,noHate,14098701
904,clemente s friend told detectives the couple had broken up about two weeks ago and demps had moved out of the house ,noHate,13504033
905,weapons and training ,noHate,30640896
906,and also happy birthday david irving ,noHate,30542503
907,we will all be sitting in around in filth waiting for death ,noHate,14673601
908,hello crystal my name is andy and as my screen name states i live in new york ,noHate,14107793
909,you shall know of where to go from there gille or ,noHate,13868014
910,people suffer more the closer they are to ground zero ,noHate,14038785
911,egyptian tv host the jews are using the holocaust to suck the blood of the germans youtube,hate,30654383
912,im a 21 year old white woman mother of one 2 year old boy i have been looking for others like me in oregon for quite some time now and have ony found a few ,noHate,14112834
913,i searched but was unable to find her photo ,noHate,31677547
914,i will try to post accurate pictures of those people who have familiar faces among our nation and stop posting a female and male photo models ,noHate,13498604
915,id rule as a black government but would keep the whites around just to keep the place running smooth and efficient ,noHate,14652670
916,i m looking for someone to train with ,noHate,30506355
917,the idea that homeschooled kids do nt get socialized is ludicrous ,noHate,30623715
918,this is a picture of christian albanian people they do nt look white they look like something from the caucasus i know my dad dated a christian albanian at one point she was light brown i do nt just mean a tan she was literally light brown she had coal black hair and a massive nose ,noHate,30453770
919,lets not get above ourselves lads ,noHate,14026470
920,it s like the legend of vigger charlie on crack ,noHate,30618051
921,i just pray i do not have to take anymore of her courses ,noHate,30680055
922,sorry i did nt get too cut her this weekend she was sick ,noHate,14082741
923,woodlands 1890 rain in an oak forest 1891,noHate,13493681
924,half white and half white would probably be ok with me ,noHate,14658247
925,ive never been too into sports but i think i just found a new favorite team ,noHate,31779622
926,they were praying for rain ,noHate,33141766
927,sometimes we are told by our corrupted news that there is a small british colony living in the villages ,noHate,14060744
928,and they speak arabic ,noHate,13607743
929,but you must know that caucasians is not like blacks they just animals and subhumans ,hate,13486963
930,blacks and mexicans were represented thoroughly do yourselves a favor shoot your t v ,hate,13552491
931,the soul that guided the ukrainian people to fight the beast with a great courage ,noHate,30443858
932,here you would be in and out of the ghetto in prob under a minute ,noHate,12882293
933,there are white folks that require a little of our time ,noHate,13063290
934,the jews say they are the chosen ones the blacks say they are the original hebrews israelites our worst enemies want to be us and we refuse to accept that we are his and so it goes ,hate,13470210
935,i hope that all the security personnel and hangers on who i saw chasing girls in the voodoo lounge the other day do nt tell all their friends back in the bronx about latvia as a holiday destination ,noHate,13585795
936,i hope all goes well in sweden i lived there and loved it ,noHate,13594631
937,you see through the bs and are using fb for the cause ,noHate,30502533
938,this boy is not tatar looking ,noHate,13494766
939,yeah sad to see people like that ,noHate,30782333
940,16,noHate,14095559
941,i tend to kick with my feet in street fights because of shoes btw did you check out the whole page that was just the beginning of the infection it gets alot more gruesome haha thats awesome that you got to soccer kick someone though ,noHate,30543352
942,absolutely ridiculous ,noHate,14034808
943,pellets flattened out quite nicely ,noHate,30571520
944,im white and my country is white and i m a nationalist and i ve been on this forum for several years without problems ,noHate,13845142
945,just about anything you could ever dream of can be found here just about everyone agrees on illegal immigration ,noHate,14417300
946,there are many alternatives to adopting little mud babies there is srrogate mothers and invitro fertilization are just two if these are not financialy possile then wait till it is ,hate,31757189
947,normal hair is no fun braveheart nature intended us to be white having normal color hair was just an extra ,noHate,31772151
948,the french n b communities near quebec especially would be white to ,noHate,14014774
949,http www nola com crime index ssf 0 post 48 html joy lynn aikens 39 was arrested tuesday by louisiana state police ,noHate,13511105
950,great pictures and commentary ,noHate,13589144
951,youtube broadcast yourself ,idk/skip,30395748
952,lots of companies moving in many focused on energy sector ,noHate,30394437
953,it is highly doubtful the homo sapiens went north ,noHate,14657352
954,i caught this on youtube i m sure someone has posted this at some point on here but it deserves reiteration ,noHate,13512357
955,i note one of your other posts was worried because of the delay in your posts showing up don t worry about it it s just that we have to check your stuff while you are new,noHate,31770244
956,so they invented the metric system now ,noHate,14678705
957,i got one during this last school year and i through it away ,noHate,31766264
958,excuse me but why do nt do it with lord of the rings or other masterpieces of the supreme tolkien rather than with that rubbish ,noHate,30670039
959,actually monkeys and apes are more noble creatures and rarely act violent it really is unfare to the monkeys and apes to be compared with subhuman negroids who are by contrast very murderous ,hate,14411178
960,i think this member meant this for stress relief ,noHate,14047753
961,and everyone in agreement is asked to just introduce themselves for now on don black s ple thread which is here https www stormfront org forum t12389 ,noHate,14284444
962,locals in the area should organize a march or something ,noHate,13245340
963,all i ve see for high power are the single shot ones ,noHate,30520537
964,it is located here http www teachers tv ,noHate,30416083
965,hope it s as fast as it looks because it will have to be fast ,noHate,14078802
966,as of 2009 11 943 people 92 9 white 4 7 hispanic 9 mixed 7 asian 4 black 3 american indian 04 other race alone median income is 66 115 ,noHate,14406515
967,it might get the sender however on a list of potential troublemakers to watch ,noHate,30480952
968,literally ,noHate,14095095
969,guess i m not white ,noHate,30611264
970,may all these victims of the war on whites rest in peace ,noHate,13479046
971,the neolithic farmers who migrated into europe originated in anatolia ,noHate,30505306
972,we had dresden remembrance last year and will again this year,noHate,30559393
973,not another promo meet me at the footbridge ple and the musicman ,noHate,14277418
974,get over watching monkeys throw a ball around and get a real hobby for god s sake ,hate,30542077
975,if you have enough money for high speed internet to download it you can probably afford the book you have your priorities mixed up if you have high speed internet which you d need to d l it but cant feed your kids lol ,noHate,13468181
976,ive been following the events in ukraine and have noticed some troops using the sks ,noHate,30603467
977,at least this is the impression i get when i occassionaly happen to turn on a channel and there s a children s show on ,noHate,13586421
978,i am within an hour from saskatoon ,noHate,30480974
979,breaks my heart and boils my blood ,noHate,13479258
980,since they are all learning english now as a second language what would be the reason for changing to german ,noHate,13440452
981,how you going to get out this time ,noHate,30483222
982,you do nt need to understand he did nt say anything important every second word is jesus christ or something about orthodox christianity ,noHate,14067421
983,i screamed wtf and the gf came running out of the bedroom wondering what happened we both got a good chuckle out of it ,noHate,30550302
984,yah i guess there is ,noHate,13164557
985,i going to get homeschooled tired of looney lefty teachers and the negroes,hate,30614050
986,i do nt think so ,noHate,13864558
987,now some crap i have not seen before is the displays of passover crap in the stores before ,noHate,32923723
988,wow ,noHate,14677826
989,i guess most of them keep to themselves ,noHate,14418116
990,but its important to have more information on the enemy than they have on you ,noHate,13851096
991,i have just dispatched a pm to a nember of staff politely suggesting that this forum would be more properly renamed brentworld potato land the orange playpen trollsville paisleyland londonstormfront ulster scot pixie land smilie city ,noHate,13861318
992,or so this short film would have you believe ,noHate,12902289
993,here is your logic some whites are corrupt whores for jewish supremacists therefore whites should not oppose jewish supremacist extermination of all whites and js efforts to control humanity s future ,hate,14676826
994,children from middle schools and high schools across massachusetts on may 9 attended a youth pride day event ending with a prom inside of boston city hall sponsored by the boston alliance of gay lesbian bisexual transgender youth or bagly a group seated on the massachusetts commission for glbt youth ,noHate,13480245
995,does this fact reflect on her actual essence as a person it could ,noHate,14040105
996,the oldest belgrade restaurant built in 1823 as a property of knez milo obrenovic ,noHate,13566980
997,on most maps there are a northern pack ice border ,noHate,30444110
998,sometimes europeans all look alike ,noHate,13480694
999,thanks again buster,noHate,14277809
1000,great news ,noHate,13496220
1001,thank you so much for this one day i hope the next generation is spared from the travesty brought by public schools and private jews can easily fake being christian ,hate,30392059
1002,why do you have the need to celebrate anyone s birthday that day anyway ,noHate,14412313
1003,show me the bones ,noHate,30644885
1004,because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew communist wanted ,hate,13506182
1005,my wife and i both support the idea so i have been looking for information on the internet and came across this census map from 1990 ,noHate,14268748
1006,i ve also noticed that lazy whites tend to side with them too ,noHate,30502517
1007,oddly i would find it worst if she here black since negroes are the most inferior and scum bag humanoid race in our planet ,hate,14669767
1008,the big black females where shouting we want real teachers for our chilrens we do nt want dem blacks you ben sendin us we want real teachers jus like yo got in dem white people s schools ,noHate,30392180
1009,anyone white person would if they knew the truth ,noHate,30753197
1010,fathers of sweden watch out for your daughters safety ,noHate,13589608
1011,david duke with bruno gollnisch ,noHate,13137240
1012,ye i heard that one to or we all came from africa any way so why dose it matter my answer we evolved to be better,hate,14032559
1013, 00 bucks of gear is more than enough for 72 hour ,noHate,30398448
1014,the great polish but half french composer frederic chopin ,noHate,30601410
1015,use pm to get in touch ,noHate,13946979
1016,well it was only an animal instinct ,noHate,14098813
1017,god i hate canada ,noHate,30466436
1018,i d like a cozy house with an outdoor fire pit for parties and grilling for instance lol ,noHate,14294426
1019,in search of the first civilizations amazon co uk michael wood books in search of the first civilizations amazon co uk michael wood books,noHate,30673289
1020,please notice as well there are none of those racist intolerant vile white people hanging about causing trouble they were forced out long ago ,noHate,14027556
1021,but the truth is he needs a boot party and take our flag back thank you very much ,noHate,30558443
1022,lynn336,noHate,14106511
1023,the above comments are spot on target ,noHate,14297733
1024,when they sent n iggers to space the space ships started blowing up ,hate,30546860
1025,no it is not a joke we have a very high standard education system here in ireland ,noHate,13864288
1026,paper claims 250 i was walking pass there and would estimate 100 200 demonstrators ,noHate,14057345
1027,i m beginning to wonder with all your posts defending the greatest race traitor and puppet of jewry that great britain has ever produced ,hate,30762980
1028,no is not bad and you should never lower your self to their level of self denial and blindness ,noHate,14034721
1029,anyone who believes that hitler s actions were well founded and the correct actions for the situation has to also believe that white extinction is an acceptable outcome ,noHate,30703979
1030,jackson s retrial took jurors back to the events of late summer 1977 when two widows vernita curtis 81 and gladys ott 90 were beaten and strangled to death during burglaries a week apart in a long beach apartment building ,noHate,13507823
1031,also my college did not allow jews or homosexuals ,noHate,31764328
1032,hiv aids is nt killing them off fast enough ,hate,30457462
